,Vehicle Name,Price,Mileage,Dealer Name,Link
138,2019 Audi Q8 3.0T Premium Plus,"$49,798","60,837 mi.","
Audi of Monterey Peninsula
",http://www.cars.com/vehicledetail/fa6fe89b-053f-49e7-9fa6-b5bbd7e30de9/
139,2021 Ford Shelby GT500 Base,"$109,999","2,505 mi.","
Future Ford of Clovis
",http://www.cars.com/vehicledetail/aae977bc-1281-466e-b26e-f818e85d9024/
140,2022 Kia Seltos EX,"$32,750","7,168 mi.","
Future Kia of Clovis
",http://www.cars.com/vehicledetail/d65aba33-1cdf-487e-8b01-254e2f4651ce/
141,2021 Nissan Murano S,"$26,490","12,999 mi.","
Nissan of Yuba City
",http://www.cars.com/vehicledetail/d9b382d7-44c7-48bb-b51d-6b6a1608815c/
142,2022 Mercedes-Benz GLE 450 AWD 4MATIC,"$69,900","9,603 mi.","
Mercedes-Benz of Santa Rosa
",http://www.cars.com/vehicledetail/9a5e4bc7-83e8-43b7-b102-15013a349ea4/
143,2020 Ford Expedition Max Limited,"$46,000","68,255 mi.","
Hoblit Motors Ford
",http://www.cars.com/vehicledetail/acae79db-6899-4e94-bf7f-0c084451c123/
144,2017 Toyota Highlander Hybrid Limited,"$33,989","52,009 mi.","
Bill Pearce BMW
",http://www.cars.com/vehicledetail/df01ca65-10d5-4ddf-b7a9-56a08d95210d/
145,2018 Audi A6 2.0T Premium quattro,"$29,952","37,813 mi.","
Mercedes-Benz of Reno
",http://www.cars.com/vehicledetail/79cdd37d-c6fc-4092-a648-bb8939ebb373/
146,2020 RAM 1500 Laramie,"$51,295","16,711 mi.","
Ron Sayer's Chrysler Jeep Dodge RAM
",http://www.cars.com/vehicledetail/061e07e3-9119-428e-8fc2-18e69f418593/
147,2019 BMW M240 i xDrive,"$44,591","16,719 mi.","
Mercedes-Benz of Reno
",http://www.cars.com/vehicledetail/98dfcc5a-51c9-479a-bedb-b917a6c09524/
148,2015 Mercedes-Benz C-Class C 300,"$23,998","52,643 mi.","
CarMax Reno - Now offering Curbside Pickup
",http://www.cars.com/vehicledetail/48042e9d-3a3f-4559-ace7-9a37dc34fc88/
149,2018 Nissan Maxima 3.5 SV,"$24,998","45,591 mi.","
CarMax Reno - Now offering Curbside Pickup
",http://www.cars.com/vehicledetail/0f3aa13d-16da-4d72-8399-5d203cb9e2aa/
150,2019 BMW 530e iPerformance,"$34,998","28,629 mi.","
CarMax Reno - Now offering Curbside Pickup
",http://www.cars.com/vehicledetail/96b2d3d3-211f-4f62-8112-eba5fe2063cb/
151,2019 Land Rover Range Rover Velar P250 S,"$41,998","38,346 mi.","
CarMax Reno - Now offering Curbside Pickup
",http://www.cars.com/vehicledetail/ce7cf2b7-1c43-43ea-881a-af8750352129/
152,2022 Kia Sorento Plug-In Hybrid SX,"$49,991","4,275 mi.","
Tom Dolan's Reno KIA
",http://www.cars.com/vehicledetail/a1a2af5f-0194-49ae-beef-ec6d21ee5267/
153,2019 Lexus GX 460 Luxury,"$45,497","32,380 mi.","
Dolan Lexus
",http://www.cars.com/vehicledetail/a44e4de5-3e74-4221-af4d-16164a3d43b4/
154,2021 GMC Sierra 3500 Denali,"$77,988","12,375 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/caf6b044-a830-4109-9b26-5c755130ac80/
155,2018 Ford Explorer XLT,"$27,989","46,039 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/55534cc9-4d44-411e-8773-4c1e07200066/
156,2022 Buick Enclave Premium,"$48,749","2,929 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/4145c7b1-230d-4a58-bd62-5cd6b4ff097e/
157,2022 Toyota Highlander XSE,"$47,747","2,082 mi.","
Corwin Ford Reno
",http://www.cars.com/vehicledetail/8808fcaf-dde9-41bb-a5cf-b15b50fbbf51/
158,2019 Volkswagen Passat 2.0T SE R-Line,"$24,895","41,848 mi.","
Lithia Hyundai of Reno
",http://www.cars.com/vehicledetail/8e09c7b3-ab71-4c56-9299-4937d7230089/
159,2015 GMC Canyon SLE,"$29,995","49,211 mi.","
Lithia Hyundai of Reno
",http://www.cars.com/vehicledetail/92324da8-2af4-4c14-a0fd-16bff69979c3/
160,2020 Honda Insight Touring,"$30,995","29,253 mi.","
Lithia Reno Subaru
",http://www.cars.com/vehicledetail/cc5fe7b5-bd90-4d60-a0b6-1b7db40bb050/
161,2014 Mercedes-Benz E-Class E 350,"$19,923","42,039 mi.","
Lithia Reno Subaru
",http://www.cars.com/vehicledetail/c48811fc-9e39-46e4-941d-26d173e19bbf/
162,2018 Toyota Sequoia SR5,"$43,991","38,995 mi.","
Dolan Toyota 
",http://www.cars.com/vehicledetail/22e7e2b6-d2de-4f02-866a-c55355678188/
163,2014 Lexus LS 460 L,"$24,497","124,391 mi.","
Dolan Toyota 
",http://www.cars.com/vehicledetail/cdfad2e7-4c1c-4a9a-ac0b-82009b09ff7a/
164,2018 Jeep Wrangler Unlimited Rubicon,"$44,980","39,743 mi.","
Lithia Chrysler Jeep of Reno
",http://www.cars.com/vehicledetail/ad9c3eba-b3c7-4195-939c-7ff4338735f8/
165,2022 GMC Terrain SLT,"$32,980","11,984 mi.","
Lithia Chrysler Jeep of Reno
",http://www.cars.com/vehicledetail/02e51041-f820-4de2-8821-257ac540ae44/
166,2011 Ford F-250 Lariat,"$28,777","174,400 mi.","
Corwin Reno Buick GMC Cadillac
",http://www.cars.com/vehicledetail/0e64fe39-1e68-4506-bd2d-5f6e1def2dd6/
167,2022 Mazda CX-30 2.5 S Preferred Package,"$30,782","6,710 mi.","
Compass Mazda
",http://www.cars.com/vehicledetail/08e3bb07-43c0-42a5-9945-decc86bf5752/
168,2020 Lexus GX 460 Base,"$46,664","22,302 mi.","
Corwin Reno Buick GMC Cadillac
",http://www.cars.com/vehicledetail/d0842200-376b-448f-bbc0-9152fdd6c18a/
169,2015 Chevrolet Silverado 2500 LTZ,"$39,939","168,168 mi.","
Corwin Reno Buick GMC Cadillac
",http://www.cars.com/vehicledetail/1cff6b3b-5263-42eb-ad93-5fff9e2ba523/
170,2020 Lexus RX 350 F Sport,"$47,577","19,742 mi.","
Corwin Reno Buick GMC Cadillac
",http://www.cars.com/vehicledetail/7ec8585a-2ea4-44db-b933-3006f1b05ce7/
171,2020 Audi RS Q8 4.0T,"$114,378","27,266 mi.","
Corwin Reno Buick GMC Cadillac
",http://www.cars.com/vehicledetail/5ae5f5fc-2eea-4309-8366-a9a2239432b6/
172,2014 RAM 2500 Tradesman,"$28,999","61,515 mi.","
Bill Pearce Courtesy Honda
",http://www.cars.com/vehicledetail/25ee8f54-7b4c-461f-80f6-b5e94bce9a1b/
173,2018 Nissan Titan SV,"$33,999","26,946 mi.","
Bill Pearce Courtesy Honda
",http://www.cars.com/vehicledetail/5df20749-2e46-4196-bbe0-3bca6bae8b69/
174,2017 Nissan Titan XD PRO-4X,"$42,991","38,248 mi.","
Dolan Dodge Ram FIAT
",http://www.cars.com/vehicledetail/88ce3a2f-4549-4f54-8f15-a176d1dfdff9/
175,2019 GMC Savana 3500 Work Van,"$87,500","20,106 mi.","
New Autos, Inc
",http://www.cars.com/vehicledetail/02ec1bea-ea56-44f6-8ece-a38c5a95e35f/
176,2018 RAM 2500 Laramie,"$58,987","74,356 mi.","
Dolan Fernley Chrysler Jeep Dodge Ram
",http://www.cars.com/vehicledetail/0d0785dd-c83f-4d6a-aea4-b2ff168ee4bb/
177,2020 Ford Expedition Limited,"$39,987","63,594 mi.","
Dolan Fernley Chrysler Jeep Dodge Ram
",http://www.cars.com/vehicledetail/53ac41d4-05fc-4468-93df-c02584111e30/
178,2022 Jeep Grand Wagoneer Series III,"$99,998","7,898 mi.","
Dolan Fernley Chrysler Jeep Dodge Ram
",http://www.cars.com/vehicledetail/db58ff05-eef3-415e-aae3-a21cdab2c544/
179,2021 Cadillac CT5 Premium Luxury AWD,"$47,997","14,000 mi.","
Dolan Fernley Chrysler Jeep Dodge Ram
",http://www.cars.com/vehicledetail/40e8081e-3193-4913-9a97-4000f6f09567/
180,2017 BMW M760 i xDrive,"$58,799","49,939 mi.","
BMW Of San Luis Obispo
",http://www.cars.com/vehicledetail/21c77b17-9542-4ec7-a365-e456ae37fe4d/
181,2017 BMW X6 M Base,"$46,994","58,238 mi.","
BMW Of San Luis Obispo
",http://www.cars.com/vehicledetail/045c2655-5dce-4623-9ebe-369bfbc528f4/
182,2022 BMW 740 i,"$68,328","14,727 mi.","
BMW Of San Luis Obispo
",http://www.cars.com/vehicledetail/240f8cb6-5d03-4026-93cb-5809944a3e23/
183,2022 BMW ALPINA B8 Gran Coupe xDrive,"$128,888","2,549 mi.","
BMW Of San Luis Obispo
",http://www.cars.com/vehicledetail/5283c1ad-d7c7-45fc-842b-88d312d7e45a/
184,2021 Mazda CX-5 Grand Touring,"$31,897","16,851 mi.","
Sunset Honda
",http://www.cars.com/vehicledetail/72ed3580-dfc5-4f1d-88ab-eaaf8167f4cd/
185,2021 BMW X4 M AWD,"$71,792","23,242 mi.","
Mercedes-Benz & Chevrolet in San Luis Obispo
",http://www.cars.com/vehicledetail/478950ba-f8c7-4a3b-83b6-d45e9c9d3e80/
186,2017 Nissan Maxima 3.5 SV,"$22,874","59,968 mi.","
Home Motors
",http://www.cars.com/vehicledetail/964401d0-9a1c-46d3-947a-92eb5e7f0003/
187,2019 Mercedes-Benz Sprinter 3500 High Roof V6,"$39,999","15,481 mi.","
Haddad Dodge Ram
",http://www.cars.com/vehicledetail/e175daa5-15bf-499f-9a79-9518adfc2be1/
188,2014 Mercedes-Benz E-Class E 350 4MATIC,"$20,999","74,181 mi.","
Merchant Nissan
",http://www.cars.com/vehicledetail/0dea5bb6-1a0e-4b67-8f24-aacd21404be8/
189,2020 BMW M550 i xDrive,"$63,990","32,914 mi.","
BMW of Bakersfield
",http://www.cars.com/vehicledetail/29059953-5927-42a9-932e-c7fdc9f37516/
190,2020 BMW 530e iPerformance,"$51,990","17,281 mi.","
BMW of Bakersfield
",http://www.cars.com/vehicledetail/dcde3fc8-a94b-405d-81fb-e6c0944d6c87/
191,2019 BMW 440 i,"$41,990","53,272 mi.","
BMW of Bakersfield
",http://www.cars.com/vehicledetail/f48a05d3-a769-4cc0-bff8-37dce870f092/
192,2016 Subaru Crosstrek 2.0i Premium,"$23,990","44,788 mi.","
Carvana-Touchless Delivery To Your Home
",http://www.cars.com/vehicledetail/d678e0a8-8ca0-416d-ac15-18fd7e9d95d1/
193,2020 Cadillac XT5 Premium Luxury,"$36,998","25,719 mi.","
CarMax Bakersfield - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/011b0aec-7210-41c4-8d18-c0ffd951a585/
194,2018 Mercedes-Benz SLC 300 Base,"$37,998","21,192 mi.","
CarMax Bakersfield - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/907b3a53-8bf9-42fd-bc50-d487d864cba2/
195,2020 Nissan Rogue SV,"$22,998","59,174 mi.","
CarMax Bakersfield - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/108ea77c-6192-4c3b-a4a0-71ac005abcac/
196,2020 Lexus ES 300h Base,"$38,998","36,920 mi.","
CarMax Bakersfield - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/3804e6b8-5755-4ca6-b277-3e4547004a68/
197,2015 Jeep Grand Cherokee Limited,"$17,998","120,292 mi.","
CarMax Bakersfield - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/6db7e04b-cbcf-4093-9cad-d23e574c80b3/
198,2018 Kia Soul +,"$15,998","89,107 mi.","
CarMax Bakersfield - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/b87e79df-dcfa-4572-a241-02767623677d/
199,2020 Lexus RX 350 F Sport Performance,"$51,998","16,250 mi.","
CarMax Bakersfield - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/cba2d36c-b12e-4df4-bac0-77225105b811/
200,2013 Toyota FJ Cruiser Base,"$28,995","105,440 mi.","
Lithia Toyota of Redding
",http://www.cars.com/vehicledetail/85fd0ec1-e37d-4c7f-aeec-5aa91ee82d19/
201,2016 Chevrolet Silverado 1500 WT,"$24,995","66,263 mi.","
Lithia Toyota of Redding
",http://www.cars.com/vehicledetail/c3cd5be5-16e8-4368-9be8-478990570971/
202,2022 Honda Accord Sport 1.5T,"$30,995",906 mi.,"
Toyota of Santa Barbara
",http://www.cars.com/vehicledetail/f0ef6e87-315c-449f-b71a-49b14c5fccb2/
203,1970 Buick Electra 225 ,"$19,491","53,098 mi.","
STA Auto Group
",http://www.cars.com/vehicledetail/9f881600-94ce-41cb-b9ba-14b1a66cfd89/
204,2002 Volkswagen Eurovan MV,"$21,980","155,015 mi.","
Starfire Auto Inc.
",http://www.cars.com/vehicledetail/dd9777a0-74c2-4864-aae4-ef2ddd260bf4/
205,2008 Volkswagen New Beetle S,"$4,290","129,197 mi.","
Starfire Auto Inc.
",http://www.cars.com/vehicledetail/be31e900-ec83-4a02-ac28-52e384241c3d/
206,2018 Lexus RX 450h F-SPORT,"$44,998","40,335 mi.","
CarMax Canoga Park - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/ed31e933-bf0f-4f5d-8f8f-99235b52093b/
207,2021 Audi RS 5 2.9T,"$71,998","14,713 mi.","
CarMax Canoga Park - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/301b5a0e-25fe-48ac-b096-13c9fdceccf3/
208,2019 Lexus RX 450h F-SPORT,"$48,998","17,924 mi.","
CarMax Canoga Park - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/5278c227-b1ee-4773-9966-7bc68da6980f/
209,2020 Mercedes-Benz C-Class C 300 4MATIC,"$38,820","30,068 mi.","
Mercedes-Benz of Lynnwood
",http://www.cars.com/vehicledetail/03d32040-bc11-4354-b5a9-bfd29ec65a8f/
210,2015 Toyota Tundra ,"$33,000","80,157 mi.","
Harper Motors
",http://www.cars.com/vehicledetail/10c05474-25a2-462e-a06b-71bb7bf08e59/
211,2020 Mazda CX-9 Signature,"$42,000","34,249 mi.","
Harper Motors
",http://www.cars.com/vehicledetail/d7493c69-f8b0-4f05-9c2a-3afd672fbb04/
212,2013 Volkswagen Jetta Hybrid SEL Premium,"$10,590","63,739 mi.","
SoCal Auto Group
",http://www.cars.com/vehicledetail/2b4a6cdd-7992-4fc5-804c-6aeacec88dae/
213,2020 Volkswagen Tiguan 2.0T SE,"$26,000","58,044 mi.","
Eureka Chrysler Dodge Jeep Ram
",http://www.cars.com/vehicledetail/5272beda-177c-41fe-920a-e8bb526a1eea/
214,2019 GMC Acadia SLT-1,"$33,000","24,172 mi.","
Eureka Chrysler Dodge Jeep Ram
",http://www.cars.com/vehicledetail/fe5af182-8b00-49d9-9a0d-552401837b26/
215,2022 Kia K5 GT-Line,"$32,000","13,392 mi.","
Galpin Ford
",http://www.cars.com/vehicledetail/f30458f7-fd9e-40d6-90a1-144aba807109/
216,2020 Lincoln Navigator L Reserve,"$82,000","23,524 mi.","
Galpin Lincoln Volvo
",http://www.cars.com/vehicledetail/44d13bee-8a6e-4965-9769-707d778359cf/
217,2020 Lincoln Continental Black Label,"$66,800","9,239 mi.","
Galpin Lincoln Volvo
",http://www.cars.com/vehicledetail/43cb361a-8fb6-41b9-a253-cc40ab80f23d/
218,2018 RAM 3500 Tradesman,"$56,995","38,239 mi.","
Roy's Auto Center
",http://www.cars.com/vehicledetail/b9ed9a5a-d413-4284-a7dd-8090d28275aa/
219,2018 Audi S3 2.0T Premium Plus,"$38,992","25,909 mi.","
Audi Van Nuys
",http://www.cars.com/vehicledetail/1bcba269-f751-40a7-825a-3dfaab39b355/
220,1995 Nissan 300ZX Turbo,"$24,990","88,587 mi.","
MDK International
",http://www.cars.com/vehicledetail/04aff8f2-bbf5-495e-839a-93ef91fdca6a/
221,2020 Lexus GS F Base,"$69,998","13,226 mi.","
Toyota Santa Monica
",http://www.cars.com/vehicledetail/09ea91a8-240a-4278-a58b-3c280048db7f/
222,2014 Bentley Mulsanne ,"$144,900","23,843 mi.","
Marshall Goldman Motor Sales
",http://www.cars.com/vehicledetail/881e3946-3b90-4150-bb5b-593acfea65c1/
223,2017 Rolls-Royce Dawn ,"$289,900","6,545 mi.","
Marshall Goldman Motor Sales
",http://www.cars.com/vehicledetail/26b8ec04-2f45-420a-983b-4ba216f24f81/
224,2017 Audi TT 2.0T,"$40,995","14,947 mi.","
Culver City Chevrolet
",http://www.cars.com/vehicledetail/52e39d54-15b3-4ecd-a718-3a28a74a6e76/
225,2000 Jaguar XK8 Base,"$13,750","46,959 mi.","
Beverly Hills Car Club
",http://www.cars.com/vehicledetail/01db6111-98f9-4511-b768-fb57e9081e12/
226,1989 Ferrari 348 TB,"$59,950","63,011 mi.","
Beverly Hills Car Club
",http://www.cars.com/vehicledetail/54fe94ab-8322-4bd0-82b5-32774f77c748/
227,2019 Jaguar XJ XJ R-Sport,"$44,998","23,220 mi.","
CarMax LAX - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/3b80c095-ba19-402a-b782-8caf9500e471/
228,2018 Porsche Panamera E-Hybrid 4,"$72,998","19,291 mi.","
HGreg Infiniti Monrovia
",http://www.cars.com/vehicledetail/e5b30f37-8ef1-4be6-816e-ab3d136774f0/
229,2008 Lexus IS-F Base,"$27,736","95,364 mi.","
CAR LUX
",http://www.cars.com/vehicledetail/8c299e97-eac6-477b-bbf1-fc61d0c30c6e/
230,2019 BMW X7 xDrive40i,"$65,995","37,658 mi.","
BMW of Idaho Falls
",http://www.cars.com/vehicledetail/6483dd9a-86f1-442b-b763-c0a338a106b8/
231,2015 INFINITI QX80 Base,"$23,799","80,176 mi.","
CAR LUX
",http://www.cars.com/vehicledetail/c4316b49-5d5c-40b0-81ac-89aa5412e364/
232,2016 Volkswagen Golf TSI SE 4-Door,"$13,495","73,848 mi.","
CarWorld
",http://www.cars.com/vehicledetail/7ceb0675-0f45-47be-b261-d73148271efd/
233,2022 Rivian R1S Launch Edition,"$138,888",926 mi.,"
Platinum Autohaus
",http://www.cars.com/vehicledetail/7f511c01-846e-467a-8825-7dfa7af80f1b/
234,2010 Honda Accord Crosstour EX-L,"$13,950","81,372 mi.","
Sammys Enterprise
",http://www.cars.com/vehicledetail/4f61dfbf-6bac-457a-b732-61cc4cd85e6c/
235,2014 Toyota Land Cruiser V8,"$40,900","142,411 mi.","
Lexus of Cerritos
",http://www.cars.com/vehicledetail/8667c718-462f-4e64-a349-ea12ed177caa/
236,2022 Kia K5 GT-Line,"$32,790","7,530 mi.","
STG Auto Group of Montclair
",http://www.cars.com/vehicledetail/92c2c317-d658-4ac5-b025-729603f7c6c3/
237,2022 Toyota Tundra SR5,"$51,670",240 mi.,"
STG Auto Group of Montclair
",http://www.cars.com/vehicledetail/e413ee4b-724d-44f5-839d-529c9526fc5f/
238,2014 Lincoln MKZ Base,"$20,998","45,780 mi.","
CarMax Buena Park - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/f8cae0ee-8f43-4af0-895f-7fe3c79cf3fa/
239,2022 Nissan Armada S,"$47,898","13,955 mi.","
HGreg Nissan Buena Park
",http://www.cars.com/vehicledetail/e1dfacac-dbc2-434e-a650-9acdb5bad523/
240,2022 Cadillac CT4-V V-Series Blackwing,"$77,995","3,598 mi.","
California Car Company
",http://www.cars.com/vehicledetail/b300dac5-0f21-463b-9667-0fbb932b518c/
241,2019 Audi RS 5 2.9T,"$69,990","12,493 mi.","
House of Imports
",http://www.cars.com/vehicledetail/96ffc7c3-e616-4109-9ac0-c59239657033/
242,2017 Lincoln MKZ Reserve,"$24,998","57,972 mi.","
CarMax Ontario - Now offering Curbside Pickup and Home Delivery
",http://www.cars.com/vehicledetail/0a74387d-fdbf-4630-acfe-62b4aa48bcf7/
243,2011 Honda Fit Sport,"$13,598","77,552 mi.","
Klamath Falls Honda
",http://www.cars.com/vehicledetail/1f44a92f-8ac6-4d64-9b63-435854c78755/
244,2018 Subaru Legacy 2.5i Limited,"$26,977","42,879 mi.","
Klamath Falls Toyota
",http://www.cars.com/vehicledetail/d42a1fb8-8ae7-4f7f-9d3b-eb8fefb2963e/
245,2007 Toyota Tundra Limited,"$13,420","138,684 mi.","
Klamath Falls Toyota
",http://www.cars.com/vehicledetail/9b6e4a6d-b0bc-489a-ba16-a5c8021469b8/
246,2018 MINI Countryman Cooper S ALL4,"$28,382","37,964 mi.","
Klamath Falls Toyota
",http://www.cars.com/vehicledetail/55b3bb12-f825-4c77-a223-661999da8d5f/
247,2021 Hyundai Palisade SEL,"$39,652","31,410 mi.","
Klamath Falls Toyota
",http://www.cars.com/vehicledetail/b01dc0c8-1928-40e0-8a44-0112f650ad5f/
248,2018 Volkswagen Tiguan 2.0T SEL,"$27,977","38,341 mi.","
Klamath Falls Toyota
",http://www.cars.com/vehicledetail/a14f7944-c1f2-4ea7-b09a-c62e370257d4/
249,2018 Mercedes-Benz Metris Base,"$30,995","43,277 mi.","
Pacific Auto Center - Fontana
",http://www.cars.com/vehicledetail/fbd7f027-4ee9-4c17-8bde-1e946493f59d/
250,2016 Nissan NV Passenger NV3500 HD SL V8,"$36,995","66,650 mi.","
Pacific Auto Center - Fontana
",http://www.cars.com/vehicledetail/d8b82cf0-5671-42bd-8e46-0a36cd34d5ed/
